📆 Saison;🚴‍♂️ Course;📅 Date;🔢 Etape;🟢 Ville départ;🏁 Ville d'arrivée;📏 Distance;🌄 Type;🥇 Vainqueur;👑 Leader général;Format vidéo;📺 Diffuseur;Rareté;Type de course;Titre;Prix vidéo
1980;Championnat du Monde;dimanche 31 août 1980;;Sallanches;Sallanches;268;Course en ligne;Bernard Hinault;;Long format;;Très rare;Classique ou Semi-classique;;10
1983;Championnat du Monde;dimanche 4 septembre 1983;;Altenrhein;Altenrhein;269,89;Course en ligne;Greg LeMond;;Long format;;Très rare;Classique ou Semi-classique;;10
1984;Championnat du Monde;dimanche 2 septembre 1984;;Barcelone;Barcelone;255,55;Course en ligne;Claude Criquielion;;Long format;;Très rare;Classique ou Semi-classique;;10
1986;Amstel Gold Race;samedi 26 avril 1986;;Heerlen;Meerssen;242;Classique;Steven Rooks;;Court format;Antenne 2;Très rare;Classique ou Semi-classique;;9
1986;Championnat du Monde;samedi 6 septembre 1986;;Colorado Springs;Colorado Springs;261,8;Course en ligne;Moreno Argentin;;Court format;;Très rare;Classique ou Semi-classique;;9
1987;Championnat du Monde;dimanche 6 septembre 1987;;Villach;Villach;276;Course en ligne;Stephen Roche;;Court format;;Très rare;Classique ou Semi-classique;;9
1988;Championnat du Monde;dimanche 28 août 1988;;Ronse;Ronse;274;Course en ligne;Maurizio Fondriest;;Court format;;Très rare;Classique ou Semi-classique;;9
1989;Flèche Wallonne;mercredi 12 avril 1989;;Spa;Huy;253;Classique;Claude Criquielion;;Long format;RTBF;Très rare;Classique ou Semi-classique;;10
1989;Championnat du Monde;dimanche 27 août 1989;;Chambéry;Chambéry;259,35;Course en ligne;Greg LeMond;;Long format;;Très rare;Classique ou Semi-classique;;10
1990;Tour des Flandres;dimanche 1 avril 1990;;Sint-Niklaas;Meerbeke (Ninove);262;Classique;Moreno Argentin;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1990;Paris-Roubaix;dimanche 8 avril 1990;;Compiègne;Roubaix;265;Classique;Eddy Planckaert;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1990;Tour de France;samedi 30 juin 1990;0;Futuroscope;Futuroscope;6,3;Prologue;Thierry Marie;Thierry Marie;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;dimanche 1 juillet 1990;1;Futuroscope;Futuroscope;138,5;Plat;Frans Maassen;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;dimanche 1 juillet 1990;2;Futuroscope;Futuroscope;44,5;Chrono par équipe;Panasonic-Sportlife;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;lundi 2 juillet 1990;3;Poitiers;Nantes;233;Plat;Moreno Argentin;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;mardi 3 juillet 1990;4;Nantes;Mont-Saint-Michel;203;Plat;Johan Museeuw;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;mercredi 4 juillet 1990;5;Avranches;Rouen;301;Plat;Gerrit Solleveld;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;vendredi 6 juillet 1990;6;Sarrebourg;Vittel;202,5;Plat;Jelle Nijdam;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;samedi 7 juillet 1990;7;Vittel;Epinal;61,5;Chrono individuel;Raúl Alcalá;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;dimanche 8 juillet 1990;8;Epinal;Besançon;181,5;Plat;Olaf Ludwig;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;lundi 9 juillet 1990;9;Besançon;Genève;196;Accidentée;Massimo Ghirotto;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;mardi 10 juillet 1990;10;Genève;Saint-Gervais-Mont-Blanc;118,5;Montagne;Thierry Claveyrolat;Ronan Pensec;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;mercredi 11 juillet 1990;11;Saint-Gervais-Mont-Blanc;Alpe d'Huez;182,5;Montagne;Gianni Bugno;Ronan Pensec;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;jeudi 12 juillet 1990;12;Fontaine;Villard-de-Lans;33,5;Chrono individuel;Erik Breukink;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;samedi 14 juillet 1990;13;Villard-de-Lans;Saint-Etienne;149;Accidentée;Eduardo Chozas;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;dimanche 15 juillet 1990;14;Le Puy-en-Velay;Millau;205;Accidentée;Marino Lejarreta;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;lundi 16 juillet 1990;15;Millau;Revel;170;Plat;Charly Mottet;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;mardi 17 juillet 1990;16;Blagnac;Luz Ardiden;215;Montagne;Miguel Indurain;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;mercredi 18 juillet 1990;17;Lourdes;Pau;150;Montagne;Dimitri Konyshev;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;jeudi 19 juillet 1990;18;Pau;Bordeaux;202;Plat;Gianni Bugno;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;vendredi 20 juillet 1990;19;Castillon-la-Bataille;Limoges;177;Plat;Guido Bontempi;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;8
1990;Tour de France;samedi 21 juillet 1990;20;Lac de Vassivière;Lac de Vassivière;45,5;Chrono individuel;Erik Breukink;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;9
1990;Tour de France;dimanche 22 juillet 1990;21;Brétigny-sur-Orge;Paris-Champs-Elysées;182,5;Plat;Johan Museeuw;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;8
1990;Championnat du Monde;dimanche 2 septembre 1990;;Utsunomiya;Utsunomiya;261;Course en ligne;Rudy Dhaenens;;Long format;;Très rare;Classique ou Semi-classique;;10
1990;Tour de Lombardie;samedi 20 octobre 1990;;Monza;Monza;246;Classique;Gilles Delion;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Milan-San Remo;samedi 23 mars 1991;;Milano;Sanremo;294;Classique;Claudio Chiappucci;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Tour des Flandres;dimanche 7 avril 1991;;Sint-Niklaas;Meerbeke (Ninove);261;Classique;Edwig Van Hooydonck;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Paris-Roubaix;dimanche 14 avril 1991;;Compiègne;Roubaix;266;Classique;Marc Madiot;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Tour de France;samedi 6 juillet 1991;0;Lyon;Lyon;5,4;Prologue;Thierry Marie;Thierry Marie;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;dimanche 7 juillet 1991;1;Lyon;Lyon;114,5;Plat;Djamolidine Abdoujaparov;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;8
1991;Tour de France;dimanche 7 juillet 1991;2;Bron;Chassieu - Eurexpo;36,5;Chrono par équipe;Ariostea;Rolf Sørensen;Court format;France TV;Très rare;Grand Tour;;8
1991;Tour de France;lundi 8 juillet 1991;3;Villeurbanne;Dijon;210,5;Plat;Etienne De Wilde;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;mardi 9 juillet 1991;4;Dijon;Reims;286;Plat;Djamolidine Abdoujaparov;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;mercredi 10 juillet 1991;5;Reims;Valenciennes;149,5;Plat;Jelle Nijdam;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;jeudi 11 juillet 1991;6;Arras;Le Havre;259;Plat;Thierry Marie;Thierry Marie;Court format;France TV;Très rare;Grand Tour;;8
1991;Tour de France;vendredi 12 juillet 1991;7;Le HAvre;Argentan;196,5;Plat;Jean-Paul van Poppel;Thierry Marie;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;samedi 13 juillet 1991;8;Argentan;Alençon;73;Chrono individuel;Miguel Indurain;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;dimanche 14 juillet 1991;9;Alençon;Rennes;161;Plat;Mauro Ribeiro;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;8
1991;Tour de France;lundi 15 juillet 1991;10;Rennes;Quimper;207,5;Plat;Phil Anderson;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;mardi 16 juillet 1991;11;Quimper;Saint-Herblain;246;Plat;Charly Mottet;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;jeudi 18 juillet 1991;12;Pau;Jaca;192;Montagne;Charly Mottet;Luc Leblanc;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;vendredi 19 juillet 1991;13;Jaca;Val-Louron;232;Montagne;Claudio Chiappucci;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;samedi 20 juillet 1991;14;Saint-Gaudens;Castres;172,5;Plat;Bruno Cenghialta;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;dimanche 21 juillet 1991;15;Evaux-les-Bains;Alès;235;Accidentée;Moreno Argentin;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;lundi 22 juillet 1991;16;Alès;Gap;215;Plat;Marco Lietti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;mardi 23 juillet 1991;17;Gap;Alpe d'Huez;125;Montagne;Gianni Bugno;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;mercredi 24 juillet 1991;18;Bourg d'Oisans;Morzine;255;Montagne;Thierry Claveyrolat;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;jeudi 25 juillet 1991;19;Morzine;Aix-les-Bains;177;Accidentée;Dimitri Konyshev;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;vendredi 26 juillet 1991;20;Aix-les-Bains;Mâcon;160;Accidentée;Viatcheslav Ekimov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;samedi 27 juillet 1991;21;Lugny;Mâcon;57;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1991;Tour de France;dimanche 28 juillet 1991;22;Melun;Paris-Champs-Elysées;178;Plat;Dimitri Konyshev;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1991;Championnat du Monde;dimanche 25 août 1991;;Stuttgart;Stuttgart;252,8;Course en ligne;Gianni Bugno;;Court format;;Très rare;Classique ou Semi-classique;;9
1991;Tour de Lombardie;samedi 19 octobre 1991;;Monza;Monza;243;Classique;Sean Kelly;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Tour des Flandres;dimanche 5 avril 1992;;Sint-Niklaas;Meerbeke (Ninove);260;Classique;Jacky Durand;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Paris-Roubaix;dimanche 12 avril 1992;;Compiègne;Roubaix;267;Classique;Gilbert Duclos-Lassalle;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Tour de France;samedi 4 juillet 1992;0;San Sebastian;San Sebastian;8;Prologue;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;dimanche 5 juillet 1992;1;San Sebastian;San Sebastian;194,5;Accidentée;Dominique Arnould;Alex Zülle;Long format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;lundi 6 juillet 1992;2;San Sebastian;Pau;255;Accidentée;Javier Murguialday;Richard Virenque;Long format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;mardi 7 juillet 1992;3;Pau;Bordeaux;218;Plat;Rob Harmeling;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;mercredi 8 juillet 1992;4;Libourne;Libourne;63,5;Chrono par équipe;Panasonic-Sportlife;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;jeudi 9 juillet 1992;5;Nogent-sur-Oise;Wasquehal;196;Plat;Guido Bontempi;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;vendredi 10 juillet 1992;6;Roubaix;Bruxelles;167;Plat;Laurent Jalabert;Pascal Lino;Court format;France TV;Très rare;Grand Tour;;8
1992;Tour de France;samedi 11 juillet 1992;7;Bruxelles;Valkenburg;196,5;Plat;Gilles Delion;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;dimanche 12 juillet 1992;8;Valkenburg;Coblence;206,5;Plat;Jan Nevens;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;lundi 13 juillet 1992;9;Luxembourg;Luxembourg;65;Chrono individuel;Miguel Indurain;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;mardi 14 juillet 1992;10;Luxembourg;Strasbourg;217;Plat;Jean-Paul van Poppel;Pascal Lino;Court format;France TV;Très rare;Grand Tour;;8
1992;Tour de France;mercredi 15 juillet 1992;11;Strasbourg;Mulhouse;249,5;Accidentée;Laurent Fignon;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;vendredi 17 juillet 1992;12;Dole;Saint-Gervais-Mont-Blanc;267,5;Accidentée;Rolf Jaermann;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;samedi 18 juillet 1992;13;Saint-Gervais-Mont-Blanc;Sestrières;254,5;Montagne;Claudio Chiappucci;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;dimanche 19 juillet 1992;14;Sestrières;Alpe d'Huez;186,5;Montagne;Andrew Hampsten;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;lundi 20 juillet 1992;15;Bourg d'Oisans;Saint-Etienne;198;Accidentée;Franco Chioccioli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;mardi 21 juillet 1992;16;Saint-Etienne;La Bourboule;212;Accidentée;Stephen Roche;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;mercredi 22 juillet 1992;17;La Bourboule;Montluçon;186;Plat;Jean-Claude Colotti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;jeudi 23 juillet 1992;18;Montluçon;Saint-Pourçain-sur-Sioule;212;Plat;Thierry Marie;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;vendredi 24 juillet 1992;19;Lourdes;Blois;64;Chrono individuel;Miguel Indurain;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;8
1992;Tour de France;samedi 25 juillet 1992;20;Blois;Nanterre;22;Plat;Peter De Clercq;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1992;Tour de France;dimanche 26 juillet 1992;21;La Défense 92;Paris-Champs-Elysées;141;Plat;Olaf Ludwig;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1992;Championnat du Monde;dimanche 6 septembre 1992;;Benidorm;Benidorm;261,6;Course en ligne;Gianni Bugno;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Tour des Flandres;dimanche 4 avril 1993;;Sint-Niklaas;Meerbeke (Ninove);263;Classique;Johan Museeuw;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Paris-Roubaix;dimanche 11 avril 1993;;Compiègne;Roubaix;267;Classique;Gilbert Duclos-Lassalle;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Dauphiné Libéré;samedi 5 juin 1993;5;Bonneville;Grenoble;191;Montagne;Laurent Dufaux;Laurent Dufaux;Long format;France TV;Très rare;Autre;;8
1993;Tour de France;samedi 3 juillet 1993;0;Puy du Fou;Puy du Fou;6,8;Prologue;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;dimanche 4 juillet 1993;1;Luçon;Les Sables d'Olonne;215;Plat;Mario Cipollini;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;lundi 5 juillet 1993;2;Les Sables d'Olonnes;Vannes;203,5;Plat;Wilfried Nelissen;Wilfried Nelissen;Court format;France TV;Très rare;Grand Tour;;8
1993;Tour de France;mardi 6 juillet 1993;3;Vannes;Dinard;189,5;Plat;Djamolidine Abdoujaparov;Wilfried Nelissen;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;mercredi 7 juillet 1993;4;Dinard;Avranches;81;Chrono par équipe;GB-MG Maglificio;Mario Cipollini;Court format;France TV;Très rare;Grand Tour;;8
1993;Tour de France;jeudi 8 juillet 1993;5;Avranches;Evreux;225,5;Plat;Jesper Skibby;Wilfried Nelissen;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;vendredi 9 juillet 1993;6;Evreux;Amiens;158;Plat;Johan Bruyneel;Mario Cipollini;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;samedi 10 juillet 1993;7;Péronne;Châlons-sur-Marne;199;Plat;Bjarne Riis;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;dimanche 11 juillet 1993;8;Châlons-sur-Marne;Verdun;184,5;Plat;Lance Armstrong;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;lundi 12 juillet 1993;9;Lac de Madine;Lac de Madine;59;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;mercredi 14 juillet 1993;10;Villard-de-Lans;Serre Chevalier;203;Montagne;Tony Rominger;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;jeudi 15 juillet 1993;11;Serre-Chevalier;Isola 2000;180;Montagne;Tony Rominger;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1993;Tour de France;vendredi 16 juillet 1993;12;Isola;Marseille;286,5;Plat;Fabio Roscioli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;samedi 17 juillet 1993;13;Marseille;Montpellier;181,5;Plat;Olaf Ludwig;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;dimanche 18 juillet 1993;14;Montpellier;Perpignan;223;Plat;Pascal Lino;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;lundi 19 juillet 1993;15;Perpignan;Andorre-Pal;231,5;Montagne;Oliverio Rincón;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;mercredi 21 juillet 1993;16;Andorre;Saint-Lary-Soulan - Pla d'Adet;224,5;Montagne;Zenon Jaskuła;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;jeudi 22 juillet 1993;17;Tarbes;Pau;190;Montagne;Claudio Chiappucci;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1993;Tour de France;vendredi 23 juillet 1993;18;Orthez;Bordeaux;174,5;Plat;Djamolidine Abdoujaparov;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;8
1993;Tour de France;samedi 24 juillet 1993;19;Brétigny-sur-Orge;Montlhéry;48;Chrono individuel;Tony Rominger;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Tour de France;dimanche 25 juillet 1993;20;Viry-Châtillon;Paris-Champs-Elysées;196,5;Plat;Djamolidine Abdoujaparov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1993;Championnat du Monde;dimanche 29 août 1993;;Oslo;Oslo;257,6;Course en ligne;Lance Armstrong;;Long format;;Très rare;Classique ou Semi-classique;;10
1994;Tour des Flandres;dimanche 3 avril 1994;;Sint-Niklaas;Meerbeke (Ninove);268;Classique;Gianni Bugno;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Paris-Roubaix;dimanche 10 avril 1994;;Compiègne;Roubaix;270;Classique;Andreï Tchmil;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Amstel Gold Race;samedi 23 avril 1994;;Heerlen;Maastricht;250;Classique;Johan Museeuw;;Long format;France 2;Très rare;Classique ou Semi-classique;;10
1994;Dauphiné Libéré;samedi 4 juin 1994;5;Échirolles;Le Collet d'Allevard;173,5;Montagne;Pascal Hervé;Laurent Dufaux;Long format;France TV;Très rare;Autre;;8
1994;Tour de France;samedi 2 juillet 1994;0;Lille;Lille;7,2;Prologue;Chris Boardman;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;dimanche 3 juillet 1994;1;Lille;Armentières;234;Plat;Djamolidine Abdoujaparov;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;lundi 4 juillet 1994;2;Roubaix;Boulogne-sur-Mer;203,5;Plat;Jean-Paul van Poppel;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;mardi 5 juillet 1994;3;Calais;Coquelles - Eurotunnel;66,5;Chrono par équipe;GB-MG Maglificio;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;mercredi 6 juillet 1994;4;Douvres;Brighton;204,5;Plat;Francisco Cabello;Flavio Vanzella;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;jeudi 7 juillet 1994;5;Portsmouth;Portsmouth;187;Plat;Nicola Minali;Flavio Vanzella;Court format;France TV;Très rare;Grand Tour;;8
1994;Tour de France;vendredi 8 juillet 1994;6;Cherbourg;Rennes;270,5;Plat;Gianluca Bortolami;Sean Yates;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;samedi 9 juillet 1994;7;Rennes;Futuroscope;203;Plat;Ján Svorada;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;dimanche 10 juillet 1994;8;Poitiers;Trélissac;218,5;Plat;Bo Hamburger;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;lundi 11 juillet 1994;9;Périgueux;Bergerac;64;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;mardi 12 juillet 1994;10;Bergerac;Cahors;160,5;Plat;Jacky Durand;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;mercredi 13 juillet 1994;11;Cahors;Lourdes-Hautacam;263,5;Montagne;Luc Leblanc;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;vendredi 15 juillet 1994;12;Lourdes;Luz Ardiden;204,5;Montagne;Richard Virenque;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;samedi 16 juillet 1994;13;Bagnères de Bigorre;Albi;223;Plat;Bjarne Riis;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;dimanche 17 juillet 1994;14;Castres;Montpellier;202;Plat;Rolf Sørensen;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;lundi 18 juillet 1994;15;Montpellier;Carpentras;231;Montagne;Eros Poli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;mardi 19 juillet 1994;16;Valréas;Alpe d'Huez;224,5;Montagne;Roberto Conti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;mercredi 20 juillet 1994;17;Bourg d'Oisans;Val Thorens;149;Montagne;Nélson Rodríguez;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1994;Tour de France;jeudi 21 juillet 1994;18;Moutiers;Cluses;174,5;Montagne;Piotr Ugrumov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;vendredi 22 juillet 1994;19;Cluses;Avoriaz;46,5;Chrono individuel;Piotr Ugrumov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Tour de France;samedi 23 juillet 1994;20;Morzine;Lac Saint-Pont;208,5;Accidentée;Djamolidine Abdoujaparov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;10
1994;Tour de France;dimanche 24 juillet 1994;21;Parc Euro Disney;Paris-Champs-Elysées;175;Plat;Eddy Seigneur;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1994;Championnat du Monde;dimanche 28 août 1994;;Agrigento;Agrigento;251,8;Course en ligne;Luc Leblanc;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Tour de Lombardie;samedi 8 octobre 1994;;Monza;Monza;244;Classique;Vladislav Bobrik;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Milan-San Remo;samedi 18 mars 1995;;Milano;Sanremo;294;Classique;Laurent Jalabert;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Tour des Flandres;dimanche 2 avril 1995;;Sint-Niklaas;Meerbeke (Ninove);261;Classique;Johan Museeuw;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Paris-Roubaix;dimanche 9 avril 1995;;Compiègne;Roubaix;266;Classique;Franco Ballerini;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Dauphiné Libéré;samedi 10 juin 1995;6;Briançon;Vaujany;143;Montagne;Richard Virenque;Miguel Induráin;Long format;France TV;Très rare;Autre;;8
1995;Tour de France;samedi 1 juillet 1995;0;Saint-Brieuc;Saint-Brieuc;7,3;Prologue;Jacky Durand;Jacky Durand;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;dimanche 2 juillet 1995;1;Dinan;Lannion;233,5;Plat;Fabio Baldato;Jacky Durand;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;lundi 3 juillet 1995;2;Perros-Guirec;Vitré;265,5;Plat;Mario Cipollini;Laurent Jalabert;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;mardi 4 juillet 1995;3;Mayenne;Alençon;67;Chrono par équipe;Gewiss-Ballan;Laurent Jalabert;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;mercredi 5 juillet 1995;4;Alençon;Le Havre;162;Plat;Mario Cipollini;Ivan Gotti;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;jeudi 6 juillet 1995;5;Fécamp;Dunkerque;261;Plat;Jeroen Blijlevens;Ivan Gotti;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;vendredi 7 juillet 1995;6;Dunkerque;Charleroi;202;Plat;Erik Zabel;Bjarne Riis;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;samedi 8 juillet 1995;7;Charleroi;Liège;203;Plat;Johan Bruyneel;Johan Bruyneel;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;dimanche 9 juillet 1995;8;Huy;Seraing;54;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;9
1995;Tour de France;mardi 11 juillet 1995;9;Le Grand-Bornand;La Plagne;160;Montagne;Alex Zülle;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;mercredi 12 juillet 1995;10;Saint-Jean-de-Maurienne;Alpe d'Huez;162,5;Montagne;Marco Pantani;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;jeudi 13 juillet 1995;11;Bourg d'Oisans;Saint-Etienne;199;Accidentée;Maximilian Sciandri;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;10
