📆 Saison;🚴‍♂️ Course;📅 Date;🔢 Etape;🟢 Ville départ;🏁 Ville d'arrivée;📏 Distance;🌄 Type;🥇 Vainqueur;👑 Leader général;Format vidéo;📺 Diffuseur;Rareté;Type de course;Titre;Prix vidéo
1980;Championnat du Monde;31-août-80;;Sallanches;Sallanches;268;Course en ligne;Bernard Hinault;;Long format;;Très rare;Classique ou Semi-classique;;10
1983;Championnat du Monde;04-sept-83;;Altenrhein;Altenrhein;269,89;Course en ligne;Greg LeMond;;Long format;;Très rare;Classique ou Semi-classique;;10
1984;Championnat du Monde;02-sept-84;;Barcelone;Barcelone;255,55;Course en ligne;Claude Criquielion;;Long format;;Très rare;Classique ou Semi-classique;;10
1986;Amstel Gold Race;26-avr-86;;Heerlen;Meerssen;242;Classique;Steven Rooks;;Court format;Antenne 2;Très rare;Classique ou Semi-classique;;8,5
1986;Championnat du Monde;06-sept-86;;Colorado Springs;Colorado Springs;261,8;Course en ligne;Moreno Argentin;;Court format;;Très rare;Classique ou Semi-classique;;9
1987;Championnat du Monde;06-sept-87;;Villach;Villach;276;Course en ligne;Stephen Roche;;Court format;;Très rare;Classique ou Semi-classique;;9
1988;Championnat du Monde;28-août-88;;Ronse;Ronse;274;Course en ligne;Maurizio Fondriest;;Court format;;Très rare;Classique ou Semi-classique;;9
1989;Flèche Wallonne;12-avr-89;;Spa;Huy;253;Classique;Claude Criquielion;;Long format;RTBF;Très rare;Classique ou Semi-classique;;9,5
1989;Championnat du Monde;27-août-89;;Chambéry;Chambéry;259,35;Course en ligne;Greg LeMond;;Long format;;Très rare;Classique ou Semi-classique;;10
1990;Tour des Flandres;01-avr-90;;Sint-Niklaas;Meerbeke (Ninove);262;Classique;Moreno Argentin;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1990;Paris-Roubaix;08-avr-90;;Compiègne;Roubaix;265;Classique;Eddy Planckaert;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1990;Tour de France;30-juin-90;0;Futuroscope;Futuroscope;6,3;Prologue;Thierry Marie;Thierry Marie;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;01-juil-90;1;Futuroscope;Futuroscope;138,5;Plat;Frans Maassen;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;01-juil-90;2;Futuroscope;Futuroscope;44,5;Chrono par équipe;Panasonic-Sportlife;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;02-juil-90;3;Poitiers;Nantes;233;Plat;Moreno Argentin;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;03-juil-90;4;Nantes;Mont-Saint-Michel;203;Plat;Johan Museeuw;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;04-juil-90;5;Avranches;Rouen;301;Plat;Gerrit Solleveld;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;06-juil-90;6;Sarrebourg;Vittel;202,5;Plat;Jelle Nijdam;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;07-juil-90;7;Vittel;Epinal;61,5;Chrono individuel;Raúl Alcalá;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;08-juil-90;8;Epinal;Besançon;181,5;Plat;Olaf Ludwig;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;09-juil-90;9;Besançon;Genève;196;Accidentée;Massimo Ghirotto;Steve Bauer;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;10-juil-90;10;Genève;Saint-Gervais-Mont-Blanc;118,5;Montagne;Thierry Claveyrolat;Ronan Pensec;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;11-juil-90;11;Saint-Gervais-Mont-Blanc;Alpe d'Huez;182,5;Montagne;Gianni Bugno;Ronan Pensec;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;12-juil-90;12;Fontaine;Villard-de-Lans;33,5;Chrono individuel;Erik Breukink;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;14-juil-90;13;Villard-de-Lans;Saint-Etienne;149;Accidentée;Eduardo Chozas;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;15-juil-90;14;Le Puy-en-Velay;Millau;205;Accidentée;Marino Lejarreta;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;16-juil-90;15;Millau;Revel;170;Plat;Charly Mottet;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;17-juil-90;16;Blagnac;Luz Ardiden;215;Montagne;Miguel Indurain;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;18-juil-90;17;Lourdes;Pau;150;Montagne;Dimitri Konyshev;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;19-juil-90;18;Pau;Bordeaux;202;Plat;Gianni Bugno;Claudio Chiappucci;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;20-juil-90;19;Castillon-la-Bataille;Limoges;177;Plat;Guido Bontempi;Claudio Chiappucci;Court format;France TV;Très rare;Grand Tour;;10
1990;Tour de France;21-juil-90;20;Lac de Vassivière;Lac de Vassivière;45,5;Chrono individuel;Erik Breukink;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;11
1990;Tour de France;22-juil-90;21;Brétigny-sur-Orge;Paris-Champs-Elysées;182,5;Plat;Johan Museeuw;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;10
1990;Championnat du Monde;02-sept-90;;Utsunomiya;Utsunomiya;261;Course en ligne;Rudy Dhaenens;;Long format;;Très rare;Classique ou Semi-classique;;10
1990;Tour de Lombardie;20-oct-90;;Monza;Monza;246;Classique;Gilles Delion;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Milan-San Remo;23-mars-91;;Milano;Sanremo;294;Classique;Claudio Chiappucci;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Tour des Flandres;07-avr-91;;Sint-Niklaas;Meerbeke (Ninove);261;Classique;Edwig Van Hooydonck;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Paris-Roubaix;14-avr-91;;Compiègne;Roubaix;266;Classique;Marc Madiot;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1991;Tour de France;06-juil-91;0;Lyon;Lyon;5,4;Prologue;Thierry Marie;Thierry Marie;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;07-juil-91;1;Lyon;Lyon;114,5;Plat;Djamolidine Abdoujaparov;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;07-juil-91;2;Bron;Chassieu - Eurexpo;36,5;Chrono par équipe;Ariostea;Rolf Sørensen;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;08-juil-91;3;Villeurbanne;Dijon;210,5;Plat;Etienne De Wilde;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;09-juil-91;4;Dijon;Reims;286;Plat;Djamolidine Abdoujaparov;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;10-juil-91;5;Reims;Valenciennes;149,5;Plat;Jelle Nijdam;Rolf Sørensen;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;11-juil-91;6;Arras;Le Havre;259;Plat;Thierry Marie;Thierry Marie;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;12-juil-91;7;Le HAvre;Argentan;196,5;Plat;Jean-Paul van Poppel;Thierry Marie;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;13-juil-91;8;Argentan;Alençon;73;Chrono individuel;Miguel Indurain;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;14-juil-91;9;Alençon;Rennes;161;Plat;Mauro Ribeiro;Greg LeMond;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;15-juil-91;10;Rennes;Quimper;207,5;Plat;Phil Anderson;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;16-juil-91;11;Quimper;Saint-Herblain;246;Plat;Charly Mottet;Greg LeMond;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;18-juil-91;12;Pau;Jaca;192;Montagne;Charly Mottet;Luc Leblanc;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;19-juil-91;13;Jaca;Val-Louron;232;Montagne;Claudio Chiappucci;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;20-juil-91;14;Saint-Gaudens;Castres;172,5;Plat;Bruno Cenghialta;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;21-juil-91;15;Evaux-les-Bains;Alès;235;Accidentée;Moreno Argentin;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;22-juil-91;16;Alès;Gap;215;Plat;Marco Lietti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;23-juil-91;17;Gap;Alpe d'Huez;125;Montagne;Gianni Bugno;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;24-juil-91;18;Bourg d'Oisans;Morzine;255;Montagne;Thierry Claveyrolat;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;25-juil-91;19;Morzine;Aix-les-Bains;177;Accidentée;Dimitri Konyshev;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;10
1991;Tour de France;26-juil-91;20;Aix-les-Bains;Mâcon;160;Accidentée;Viatcheslav Ekimov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;27-juil-91;21;Lugny;Mâcon;57;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Tour de France;28-juil-91;22;Melun;Paris-Champs-Elysées;178;Plat;Dimitri Konyshev;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1991;Championnat du Monde;25-août-91;;Stuttgart;Stuttgart;252,8;Course en ligne;Gianni Bugno;;Court format;;Très rare;Classique ou Semi-classique;;9
1991;Tour de Lombardie;19-oct-91;;Monza;Monza;243;Classique;Sean Kelly;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Tour des Flandres;05-avr-92;;Sint-Niklaas;Meerbeke (Ninove);260;Classique;Jacky Durand;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Paris-Roubaix;12-avr-92;;Compiègne;Roubaix;267;Classique;Gilbert Duclos-Lassalle;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1992;Tour de France;04-juil-92;0;San Sebastian;San Sebastian;8;Prologue;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;05-juil-92;1;San Sebastian;San Sebastian;194,5;Accidentée;Dominique Arnould;Alex Zülle;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;06-juil-92;2;San Sebastian;Pau;255;Accidentée;Javier Murguialday;Richard Virenque;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;07-juil-92;3;Pau;Bordeaux;218;Plat;Rob Harmeling;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;08-juil-92;4;Libourne;Libourne;63,5;Chrono par équipe;Panasonic-Sportlife;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;09-juil-92;5;Nogent-sur-Oise;Wasquehal;196;Plat;Guido Bontempi;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;10-juil-92;6;Roubaix;Bruxelles;167;Plat;Laurent Jalabert;Pascal Lino;Court format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;11-juil-92;7;Bruxelles;Valkenburg;196,5;Plat;Gilles Delion;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;12-juil-92;8;Valkenburg;Coblence;206,5;Plat;Jan Nevens;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;13-juil-92;9;Luxembourg;Luxembourg;65;Chrono individuel;Miguel Indurain;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;14-juil-92;10;Luxembourg;Strasbourg;217;Plat;Jean-Paul van Poppel;Pascal Lino;Court format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;15-juil-92;11;Strasbourg;Mulhouse;249,5;Accidentée;Laurent Fignon;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;17-juil-92;12;Dole;Saint-Gervais-Mont-Blanc;267,5;Accidentée;Rolf Jaermann;Pascal Lino;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;18-juil-92;13;Saint-Gervais-Mont-Blanc;Sestrières;254,5;Montagne;Claudio Chiappucci;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;19-juil-92;14;Sestrières;Alpe d'Huez;186,5;Montagne;Andrew Hampsten;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;20-juil-92;15;Bourg d'Oisans;Saint-Etienne;198;Accidentée;Franco Chioccioli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;21-juil-92;16;Saint-Etienne;La Bourboule;212;Accidentée;Stephen Roche;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;22-juil-92;17;La Bourboule;Montluçon;186;Plat;Jean-Claude Colotti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;23-juil-92;18;Montluçon;Saint-Pourçain-sur-Sioule;212;Plat;Thierry Marie;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;24-juil-92;19;Lourdes;Blois;64;Chrono individuel;Miguel Indurain;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;10
1992;Tour de France;25-juil-92;20;Blois;Nanterre;22;Plat;Peter De Clercq;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Tour de France;26-juil-92;21;La Défense 92;Paris-Champs-Elysées;141;Plat;Olaf Ludwig;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1992;Championnat du Monde;06-sept-92;;Benidorm;Benidorm;261,6;Course en ligne;Gianni Bugno;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Tour des Flandres;04-avr-93;;Sint-Niklaas;Meerbeke (Ninove);263;Classique;Johan Museeuw;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Paris-Roubaix;11-avr-93;;Compiègne;Roubaix;267;Classique;Gilbert Duclos-Lassalle;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1993;Dauphiné Libéré;05-juin-93;5;Bonneville;Grenoble;191;Montagne;Laurent Dufaux;Laurent Dufaux;Long format;France TV;Très rare;Autre;;8,5
1993;Tour de France;03-juil-93;0;Puy du Fou;Puy du Fou;6,8;Prologue;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;04-juil-93;1;Luçon;Les Sables d'Olonne;215;Plat;Mario Cipollini;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;05-juil-93;2;Les Sables d'Olonnes;Vannes;203,5;Plat;Wilfried Nelissen;Wilfried Nelissen;Court format;France TV;Très rare;Grand Tour;;10
1993;Tour de France;06-juil-93;3;Vannes;Dinard;189,5;Plat;Djamolidine Abdoujaparov;Wilfried Nelissen;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;07-juil-93;4;Dinard;Avranches;81;Chrono par équipe;GB-MG Maglificio;Mario Cipollini;Court format;France TV;Très rare;Grand Tour;;10
1993;Tour de France;08-juil-93;5;Avranches;Evreux;225,5;Plat;Jesper Skibby;Wilfried Nelissen;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;09-juil-93;6;Evreux;Amiens;158;Plat;Johan Bruyneel;Mario Cipollini;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;10-juil-93;7;Péronne;Châlons-sur-Marne;199;Plat;Bjarne Riis;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;11-juil-93;8;Châlons-sur-Marne;Verdun;184,5;Plat;Lance Armstrong;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;12-juil-93;9;Lac de Madine;Lac de Madine;59;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;14-juil-93;10;Villard-de-Lans;Serre Chevalier;203;Montagne;Tony Rominger;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;15-juil-93;11;Serre-Chevalier;Isola 2000;180;Montagne;Tony Rominger;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1993;Tour de France;16-juil-93;12;Isola;Marseille;286,5;Plat;Fabio Roscioli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;17-juil-93;13;Marseille;Montpellier;181,5;Plat;Olaf Ludwig;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;18-juil-93;14;Montpellier;Perpignan;223;Plat;Pascal Lino;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;19-juil-93;15;Perpignan;Andorre-Pal;231,5;Montagne;Oliverio Rincón;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;21-juil-93;16;Andorre;Saint-Lary-Soulan - Pla d'Adet;224,5;Montagne;Zenon Jaskuła;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;22-juil-93;17;Tarbes;Pau;190;Montagne;Claudio Chiappucci;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1993;Tour de France;23-juil-93;18;Orthez;Bordeaux;174,5;Plat;Djamolidine Abdoujaparov;Miguel Indurain;Court format;France TV;Très rare;Grand Tour;;10
1993;Tour de France;24-juil-93;19;Brétigny-sur-Orge;Montlhéry;48;Chrono individuel;Tony Rominger;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Tour de France;25-juil-93;20;Viry-Châtillon;Paris-Champs-Elysées;196,5;Plat;Djamolidine Abdoujaparov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1993;Championnat du Monde;29-août-93;;Oslo;Oslo;257,6;Course en ligne;Lance Armstrong;;Long format;;Très rare;Classique ou Semi-classique;;10
1994;Tour des Flandres;03-avr-94;;Sint-Niklaas;Meerbeke (Ninove);268;Classique;Gianni Bugno;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Paris-Roubaix;10-avr-94;;Compiègne;Roubaix;270;Classique;Andreï Tchmil;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Amstel Gold Race;23-avr-94;;Heerlen;Maastricht;250;Classique;Johan Museeuw;;Long format;France 2;Très rare;Classique ou Semi-classique;;9,5
1994;Dauphiné Libéré;04-juin-94;5;Échirolles;Le Collet d'Allevard;173,5;Montagne;Pascal Hervé;Laurent Dufaux;Long format;France TV;Très rare;Autre;;8,5
1994;Tour de France;02-juil-94;0;Lille;Lille;7,2;Prologue;Chris Boardman;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;03-juil-94;1;Lille;Armentières;234;Plat;Djamolidine Abdoujaparov;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;04-juil-94;2;Roubaix;Boulogne-sur-Mer;203,5;Plat;Jean-Paul van Poppel;Chris Boardman;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;05-juil-94;3;Calais;Coquelles - Eurotunnel;66,5;Chrono par équipe;GB-MG Maglificio;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;06-juil-94;4;Douvres;Brighton;204,5;Plat;Francisco Cabello;Flavio Vanzella;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;07-juil-94;5;Portsmouth;Portsmouth;187;Plat;Nicola Minali;Flavio Vanzella;Court format;France TV;Très rare;Grand Tour;;10
1994;Tour de France;08-juil-94;6;Cherbourg;Rennes;270,5;Plat;Gianluca Bortolami;Sean Yates;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;09-juil-94;7;Rennes;Futuroscope;203;Plat;Ján Svorada;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;10-juil-94;8;Poitiers;Trélissac;218,5;Plat;Bo Hamburger;Johan Museeuw;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;11-juil-94;9;Périgueux;Bergerac;64;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;12-juil-94;10;Bergerac;Cahors;160,5;Plat;Jacky Durand;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;13-juil-94;11;Cahors;Lourdes-Hautacam;263,5;Montagne;Luc Leblanc;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;15-juil-94;12;Lourdes;Luz Ardiden;204,5;Montagne;Richard Virenque;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;16-juil-94;13;Bagnères de Bigorre;Albi;223;Plat;Bjarne Riis;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;17-juil-94;14;Castres;Montpellier;202;Plat;Rolf Sørensen;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;18-juil-94;15;Montpellier;Carpentras;231;Montagne;Eros Poli;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;19-juil-94;16;Valréas;Alpe d'Huez;224,5;Montagne;Roberto Conti;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;20-juil-94;17;Bourg d'Oisans;Val Thorens;149;Montagne;Nélson Rodríguez;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1994;Tour de France;21-juil-94;18;Moutiers;Cluses;174,5;Montagne;Piotr Ugrumov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;22-juil-94;19;Cluses;Avoriaz;46,5;Chrono individuel;Piotr Ugrumov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;23-juil-94;20;Morzine;Lac Saint-Pont;208,5;Accidentée;Djamolidine Abdoujaparov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Tour de France;24-juil-94;21;Parc Euro Disney;Paris-Champs-Elysées;175;Plat;Eddy Seigneur;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1994;Championnat du Monde;28-août-94;;Agrigento;Agrigento;251,8;Course en ligne;Luc Leblanc;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1994;Tour de Lombardie;08-oct-94;;Monza;Monza;244;Classique;Vladislav Bobrik;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Milan-San Remo;18-mars-95;;Milano;Sanremo;294;Classique;Laurent Jalabert;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Tour des Flandres;02-avr-95;;Sint-Niklaas;Meerbeke (Ninove);261;Classique;Johan Museeuw;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Paris-Roubaix;09-avr-95;;Compiègne;Roubaix;266;Classique;Franco Ballerini;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Dauphiné Libéré;10-juin-95;6;Briançon;Vaujany;143;Montagne;Richard Virenque;Miguel Induráin;Long format;France TV;Très rare;Autre;;8,5
1995;Tour de France;01-juil-95;0;Saint-Brieuc;Saint-Brieuc;7,3;Prologue;Jacky Durand;Jacky Durand;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;02-juil-95;1;Dinan;Lannion;233,5;Plat;Fabio Baldato;Jacky Durand;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;03-juil-95;2;Perros-Guirec;Vitré;265,5;Plat;Mario Cipollini;Laurent Jalabert;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;04-juil-95;3;Mayenne;Alençon;67;Chrono par équipe;Gewiss-Ballan;Laurent Jalabert;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;05-juil-95;4;Alençon;Le Havre;162;Plat;Mario Cipollini;Ivan Gotti;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;06-juil-95;5;Fécamp;Dunkerque;261;Plat;Jeroen Blijlevens;Ivan Gotti;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;07-juil-95;6;Dunkerque;Charleroi;202;Plat;Erik Zabel;Bjarne Riis;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;08-juil-95;7;Charleroi;Liège;203;Plat;Johan Bruyneel;Johan Bruyneel;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;09-juil-95;8;Huy;Seraing;54;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;11-juil-95;9;Le Grand-Bornand;La Plagne;160;Montagne;Alex Zülle;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;12-juil-95;10;Saint-Jean-de-Maurienne;Alpe d'Huez;162,5;Montagne;Marco Pantani;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;13-juil-95;11;Bourg d'Oisans;Saint-Etienne;199;Accidentée;Maximilian Sciandri;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;14-juil-95;12;Saint-Etienne;Mende;222,5;Accidentée;Laurent Jalabert;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;15-juil-95;13;Mende;Revel;245;Plat;Sergueï Outschakov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;16-juil-95;14;Saint-Orens-de-Gameville;Guzet-Neige;164;Montagne;Marco Pantani;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;18-juil-95;15;Saint-Girons;Cauterets;206;Montagne;Richard Virenque;Miguel Indurain;Intégralité;France TV;Très rare;Grand Tour;;13
1995;Tour de France;19-juil-95;16;Tarbes;Pau;237;Montagne;Etape neutralisée;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;20-juil-95;17;Pau;Bordeaux;246;Plat;Erik Zabel;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;21-juil-95;18;Montpon-Ménestérol;Limoges;166,5;Plat;Lance Armstrong;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;22-juil-95;19;Lac de Vassivière;Lac de Vassivière;46,5;Chrono individuel;Miguel Indurain;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Tour de France;23-juil-95;20;Sainte-Geneviève-des-Bois;Paris-Champs-Elysées;155;Plat;Djamolidine Abdoujaparov;Miguel Indurain;Long format;France TV;Très rare;Grand Tour;;11
1995;Championnat du Monde;08-oct-95;;Duitama;Duitama;265,5;Course en ligne;Abraham Olano;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1995;Tour de Lombardie;21-oct-95;;Varèse;Bergame;252;Classique;Gianni Faresin;;Long format;France TV;Très rare;Classique ou Semi-classique;;10
1996;Milan-San Remo;16-mars-96;;Milano;Sanremo;294;Classique;Gabriele Colombo;;Long format;France TV;Très rare;Classique ou Semi-classique;;9
