📆 Saison;🚴‍♂️ Course;📅 Date;🔢 Etape;🟢 Ville départ;🏁 Ville d'arrivée;📏 Distance;🌄 Type;🥇 Vainqueur;👑 Leader général;Format vidéo;📺 Diffuseur;Rareté;Type de course;Titre;Prix vidéo
2001;Tour de France;22-juil-01;14;Tarbes;Luz Ardiden;141,5;Montagne;Roberto Laiseka;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2001;Tour de France;24-juil-01;15;Pau;Lavaur;232,5;Accidentée;Rik Verbrugghe;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Tour de France;25-juil-01;16;Castelsarrasin;Sarran;229,5;Accidentée;Jens Voigt;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Tour de France;26-juil-01;17;Brive;Montluçon;194;Plat;Serge Baguet;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Tour de France;27-juil-01;18;Montluçon;Saint-Amand-Montrond;61;Chrono individuel;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Tour de France;28-juil-01;19;Orléans;Evry;160;Plat;Erik Zabel;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Tour de France;29-juil-01;20;Corbeil-Essonnes;Paris-Champs-Elysées;160,5;Plat;Ján Svorada;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2001;Vuelta;08-sept-01;1;Salamanca;Salamanca;12;Chrono individuel;David Millar;David Millar;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Vuelta;09-sept-01;2;Salamanca;Valladolid;147,2;Plat;Erik Zabel;David Millar;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Vuelta;15-sept-01;8;Reinosa;Alto de la Cruz de la Demanda (Ezcaray);195;Montagne;José María Jiménez;Joseba Beloki;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Vuelta;19-sept-01;11;Alp;Estación de Pal (Andorra);154,2;Montagne;José María Jiménez;Óscar Sevilla;Long format;Eurosport;Très rare;Grand Tour;;8,5
2001;Vuelta;30-sept-01;21;Madrid;Madrid;38;Chrono individuel;Santiago Botero;Ángel Casero;Long format;France TV;Très rare;Grand Tour;;8,5
2001;Championnat du Monde;11-oct-01;;Lisbonne;Lisbonne;44,8;Chrono individuel;Jan Ullrich;;Long format;France TV;Très rare;Classique ou Semi-classique;;6
2001;Championnat du Monde;14-oct-01;;Lisbonne;Lisbonne;254,8;Course en ligne;Óscar Freire;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2001;Tour de Lombardie;20-oct-01;;Varèse;Bergame;256;Classique;Danilo Di Luca;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2002;Tour des Flandres;07-avr-02;;Bruges;Meerbeke (Ninove);264;Classique;Andrea Tafi;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2002;Paris-Roubaix;14-avr-02;;Compiègne;Roubaix;261;Classique;Johan Museeuw;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2002;Flèche Wallonne;17-avr-02;;Spa;Huy;198;Classique;Mario Aerts;;Long format;Eurosport;Très rare;Classique ou Semi-classique;;7,5
2002;Giro;23-mai-02;11;Benevento;Campitello Matese;143;Montagne;Gilberto Simoni;Jens Heppner;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Tour de France;06-juil-02;0;Luxembourg;Luxembourg;6,5;Prologue;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;07-juil-02;1;Luxembourg;Luxembourg;192,5;Accidentée;Rubens Bertogliati;Rubens Bertogliati;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;08-juil-02;2;Luxembourg;Sarrebruck;181;Plat;Óscar Freire;Rubens Bertogliati;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;09-juil-02;3;Metz;Reims;174,5;Plat;Robbie McEwen;Erik Zabel;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;10-juil-02;4;Epernay;Château-Thierry;67,5;Chrono par équipe;ONCE-Deutsche Bank;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;11-juil-02;5;Soissons;Rouen;195;Plat;Jaan Kirsipuu;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;12-juil-02;6;Forges-les-Eaux;Alençon;199,5;Plat;Erik Zabel;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;13-juil-02;7;Bagnoles-de-l'Orne;Avranches;176;Accidentée;Bradley McGee;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;14-juil-02;8;Saint-Martin-de-Landelles;Plouay;217,5;Accidentée;Karsten Kroon;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;15-juil-02;9;Lanester;Lorient;52;Chrono individuel;Santiago Botero;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;17-juil-02;10;Bazas;Pau;147;Plat;Patrice Halgand;Igor González de Galdeano;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;18-juil-02;11;Pau;La Mongie;158;Montagne;Lance Armstrong;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2002;Tour de France;19-juil-02;12;Lannemezan;Plateau de Beille;199,5;Montagne;Lance Armstrong;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2002;Tour de France;20-juil-02;13;Lavelanet;Béziers;171;Accidentée;David Millar;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;21-juil-02;14;Lodève;Mont Ventoux;221;Montagne;Richard Virenque;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;23-juil-02;15;Vaison-la-Romaine;Les Deux-Alpes;226,5;Montagne;Santiago Botero;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;24-juil-02;16;Les Deux Alpes;La Plagne;179,5;Montagne;Michael Boogerd;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2002;Tour de France;25-juil-02;17;Aime;Cluses;142;Montagne;Dario Frigo;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;26-juil-02;18;Cluses;Bourg-en-Bresse;176,5;Accidentée;Thor Hushovd;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;27-juil-02;19;Régnié-Durette;Mâcon;50;Chrono individuel;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Tour de France;28-juil-02;20;Melun;Paris-Champs-Elysées;140;Plat;Robbie McEwen;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2002;Vuelta;07-sept-02;1;Valencia;Valencia;30;Chrono par équipe;ONCE–Eroski;Joseba Beloki;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Vuelta;08-sept-02;2;Valencia;Alcoy;144,7;Plat;Danilo Di Luca;Joseba Beloki;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Vuelta;11-sept-02;5;El Ejido;Sierra Nevada;198;Montagne;Guido Trentin;Mikel Zarrabeitia;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Vuelta;12-sept-02;6;Granada;Sierra de La Pandera;153;Montagne;Roberto Heras;Óscar Sevilla;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Vuelta;14-sept-02;8;Málaga;Ubrique;173,5;Montagne;Aitor González;Óscar Sevilla;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Vuelta;15-sept-02;9;Córdoba;Córdoba;130;Plat;Pablo Lastras;Óscar Sevilla;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Vuelta;16-sept-02;10;Córdoba;Córdoba;36,5;Chrono individuel;Aitor González;Óscar Sevilla;Long format;Eurosport;Très rare;Grand Tour;;8,5
2002;Vuelta;22-sept-02;15;Gijón;Alto de L'Angliru;176,7;Montagne;Roberto Heras;Roberto Heras;Long format;France TV;Très rare;Grand Tour;;8,5
2002;Championnat du Monde;13-oct-02;;Zolder;Zolder;256;Course en ligne;Mario Cipollini;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2003;Milan-San Remo;22-mars-03;;Milano;Sanremo;297;Classique;Paolo Bettini;;Long format;Rai;Très rare;Classique ou Semi-classique;;7,5
2003;Tour des Flandres;06-avr-03;;Bruges;Meerbeke (Ninove);254;Classique;Peter Van Petegem;;Long format;Eurosport;Très rare;Classique ou Semi-classique;;7,5
2003;Paris-Roubaix;13-avr-03;;Compiègne;Roubaix;261;Classique;Peter Van Petegem;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2003;Amstel Gold Race;20-avr-03;;Maastricht;Fauquemont;250;Classique;Alexandre Vinokourov;;Long format;Eurosport;Très rare;Classique ou Semi-classique;;7,5
2003;Flèche Wallonne;23-avr-03;;Charleroi;Huy;199;Classique;Igor Astarloa;;Long format;Eurosport;Très rare;Classique ou Semi-classique;;7,5
2003;Giro;17-mai-03;7;Avezzano;Monte Terminillo;146;Montagne;Stefano Garzelli;Stefano Garzelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Giro;20-mai-03;10;Montecatini Terme;Faenza;211;Accidentée;Kurt Asle Arvesen;Gilberto Simoni;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Giro;21-mai-03;11;Faenza;San Donà di Piave;222;Plat;Robbie McEwen;Gilberto Simoni;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Giro;22-mai-03;12;San Donà di Piave;Monte Zoncolan;185;Montagne;Gilberto Simoni;Gilberto Simoni;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Giro;23-mai-03;13;Pordenone;Marostica;155;Plat;Alessandro Petacchi;Gilberto Simoni;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Giro;24-mai-03;14;Marostica;Alpe di Pampeago;162;Montagne;Gilberto Simoni;Gilberto Simoni;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Dauphiné Libéré;14-juin-03;6;Challes-les-Eaux;Briançon;153;Montagne;Juan Miguel Mercado;Lance Armstrong;Long format;France TV;Très rare;Autre;;6,5
2003;Dauphiné Libéré;15-juin-03;7;Briançon;Grenoble;174;Montagne;Cédric Vasseur;Lance Armstrong;Long format;France TV;Très rare;Autre;;6,5
2003;Tour de France;05-juil-03;0;Paris;Paris;6,5;Prologue;Bradley McGee;Bradley McGee;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;06-juil-03;1;Saint-Denis - Montgeron;Meaux;168;Plat;Alessandro Petacchi;Bradley McGee;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;07-juil-03;2;La Ferté-sous-Jouarre;Sedan;204,5;Plat;Baden Cooke;Jean-Patrick Nazon;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;08-juil-03;3;Charleville-Mézières;Saint-Dizier;167,5;Plat;Alessandro Petacchi;Víctor Hugo Peña;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;09-juil-03;4;Joinville;Saint-Dizier;69;Chrono par équipe;US Postal;Víctor Hugo Peña;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;10-juil-03;5;Troyes;Nevers;196,5;Plat;Alessandro Petacchi;Víctor Hugo Peña;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;11-juil-03;6;Nevers;Lyon;230;Plat;Alessandro Petacchi;Richard Virenque;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;12-juil-03;7;Lyon;Morzine;230,5;Montagne;Richard Virenque;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;13-juil-03;8;Sallanches;Alpe d'Huez;219;Montagne;Iban Mayo;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2003;Tour de France;14-juil-03;9;Bourg d'Oisans;Gap;184,5;Montagne;Alexandre Vinokourov;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;15-juil-03;10;Gap;Marseille;219,5;Plat;Jakob Piil;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;17-juil-03;11;Narbonne;Toulouse;153,5;Plat;Juan Antonio Flecha;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;18-juil-03;12;Gaillac;Cap'Découverte;47;Chrono individuel;Jan Ullrich;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;19-juil-03;13;Toulouse;Ax-3-Domaines;197;Montagne;Carlos Sastre;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2003;Tour de France;20-juil-03;14;Saint-Girons;Loudenvielle;191,5;Montagne;Gilberto Simoni;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2003;Tour de France;21-juil-03;15;Bagnères de Bigorre;Luz Ardiden;159,5;Montagne;Lance Armstrong;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2003;Tour de France;23-juil-03;16;Pau;Bayonne;197,5;Montagne;Tyler Hamilton;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;24-juil-03;17;Dax;Bordeaux;181;Plat;Servais Knaven;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;25-juil-03;18;Bordeaux;Saint-Maixent-l’École;202,5;Plat;Pablo Lastras;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;26-juil-03;19;Pornic;Nantes;49;Chrono individuel;David Millar;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2003;Tour de France;27-juil-03;20;Ville-d'Avray;Paris-Champs-Elysées;152;Plat;Jean-Patrick Nazon;Lance Armstrong;Intégralité;France TV;Très rare;Grand Tour;;10
2003;Vuelta;07-sept-03;2;Gijón;Cangas de Onís;148;Accidentée;Luis Pérez;Joaquim Rodríguez;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;10-sept-03;5;Soria;Zaragoza;166,7;Plat;Alessandro Petacchi;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;11-sept-03;6;Zaragoza;Zaragoza;43,8;Chrono individuel;Isidro Nozal;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;12-sept-03;7;Huesca;Cauterets (France);190;Montagne;Michael Rasmussen;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;13-sept-03;8;Cauterets (France);Pla de Beret / Val d'Aran;166;Montagne;Joaquim Rodríguez;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;14-sept-03;9;Vielha;Envalira;174,8;Montagne;Alejandro Valverde;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;19-sept-03;13;Albacete;Albacete;53,3;Chrono individuel;Isidro Nozal;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;21-sept-03;15;Valdepeñas;Sierra de La Pandera;172,1;Montagne;Alejandro Valverde;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;26-sept-03;19;Alcobendas;Collado Villalba;164;Accidentée;Filippo Simeoni;Isidro Nozal;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;27-sept-03;20;San Lorenzo de El Escorial;Alto de Abantos;11,2;Chrono individuel;Roberto Heras;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Vuelta;28-sept-03;21;Madrid;Madrid;148,5;Plat;Alessandro Petacchi;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2003;Championnat du Monde;12-oct-03;;Hamilton;Hamilton;260,4;Course en ligne;Igor Astarloa;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2004;Tour des Flandres;04-avr-04;;Bruges;Meerbeke (Ninove);256;Classique;Steffen Wesemann;;Long format;Eurosport, France TV;Très rare;Classique ou Semi-classique;;7,5
2004;Paris-Roubaix;11-avr-04;;Compiègne;Roubaix;261;Classique;Magnus Bäckstedt;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2004;Amstel Gold Race;18-avr-04;;Maastricht;Fauquemont;251;Classique;Davide Rebellin;;Long format;France 3;Très rare;Classique ou Semi-classique;;7,5
2004;Flèche Wallonne;21-avr-04;;Charleroi;Huy;199;Classique;Davide Rebellin;;Long format;France 3;Très rare;Classique ou Semi-classique;;7,5
2004;Giro;20-mai-04;11;Porto Sant'Elpidio;Cesena;228;Accidentée;Emanuele Sella;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;22-mai-04;13;Trieste;Trieste;52;Chrono individuel;Serhiy Honchar;Yaroslav Popovych;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;25-mai-04;16;San Vendemiano;Pfalzen;217;Montagne;Damiano Cunego;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;27-mai-04;17;Bruneck;Fondo/Sarnonico;153;Montagne;Pavel Tonkov;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;28-mai-04;18;Cles;Bormio 2000;118;Montagne;Damiano Cunego;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;29-mai-04;19;Bormio;Presolana;122;Montagne;Stefano Garzelli;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Giro;30-mai-04;20;Clusone;Milan;149;Plat;Alessandro Petacchi;Damiano Cunego;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Dauphiné Libéré;13-juin-04;7;Grenoble;Grenoble;200;Accidentée;Stuart O'Grady;Iban Mayo;Long format;France TV;Très rare;Autre;;6,5
2004;Tour de France;03-juil-04;0;Liège;Liège;6,1;Prologue;Fabian Cancellara;Fabian Cancellara;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;04-juil-04;1;Liège;Charleroi;202,5;Plat;Jaan Kirsipuu;Fabian Cancellara;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;05-juil-04;2;Charleroi;Namur;197;Plat;Robbie McEwen;Thor Hushovd;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;06-juil-04;3;Waterloo;Wasquehal;210;Plat;Jean-Patrick Nazon;Robbie McEwen;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;07-juil-04;4;Cambrai;Arras;64,5;Chrono par équipe;US Postal;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;08-juil-04;5;Amiens;Chartres;200,5;Plat;Stuart O'Grady;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;09-juil-04;6;Bonneval;Angers;196;Plat;Tom Boonen;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;10-juil-04;7;Châteaubriant;Saint-Brieuc;204,5;Plat;Filippo Pozzato;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;11-juil-04;8;Lamballe;Quimper;168;Plat;Thor Hushovd;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;13-juil-04;9;Saint-Léonard-de-Noblat;Guéret;160,5;Plat;Robbie McEwen;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;14-juil-04;10;Limoges;Saint-Flour;237;Montagne;Richard Virenque;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;15-juil-04;11;Saint-Flour;Figeac;164;Accidentée;David Moncoutié;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;16-juil-04;12;Castelsarrasin;La Mongie;197,5;Montagne;Ivan Basso;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;17-juil-04;13;Lannemezan;Plateau de Beille;205,5;Montagne;Lance Armstrong;Thomas Voeckler;Intégralité;France TV;Très rare;Grand Tour;;10
2004;Tour de France;18-juil-04;14;Carcassonne;Nîmes;192,5;Plat;Aitor González;Thomas Voeckler;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;20-juil-04;15;Valréas;Villard-de-Lans;180,5;Accidentée;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;21-juil-04;6;Bourg d'Oisans;Alpe d'Huez;15,5;Montagne;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;22-juil-04;17;Bourg d'Oisans;Le Grand-Bornand;204,5;Montagne;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;23-juil-04;18;Annemasse;Lons-le-Saunier;166,5;Accidentée;Juan Miguel Mercado;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;24-juil-04;19;Besançon;Besançon;55;Chrono individuel;Lance Armstrong;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Tour de France;25-juil-04;20;Montereau-Fault-Yonne;Paris-Champs-Elysées;163;Plat;Tom Boonen;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2004;Vuelta;08-sept-04;5;Zaragoza;Morella;186,5;Accidentée;Denis Menchov;Manuel Beltrán;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;10-sept-04;7;Castellón de la Plana;Valencia;170;Plat;Alessandro Petacchi;Erik Zabel;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;11-sept-04;8;Almussafes;Almussafes;40,1;Chrono individuel;Víctor Hugo Peña;Floyd Landis;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;12-sept-04;9;Xàtiva;Alto de Aitana;162;Montagne;Leonardo Piepoli;David Fernández;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;16-sept-04;12;Almería;Calar Alto Observatory;145;Montagne;Roberto Heras;Roberto Heras;Court format;Eurosport;Très rare;Grand Tour;;7,5
2004;Vuelta;18-sept-04;14;Málaga;Granada;167;Montagne;Santiago Pérez;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;19-sept-04;15;Granada;Sierra Nevada;29,6;Chrono individuel;Santiago Pérez;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;22-sept-04;17;Plasencia;La Covatilla;170;Montagne;Félix Cárdenas;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;23-sept-04;18;Béjar;Ávila;196;Accidentée;Javier Pascual Rodríguez;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;24-sept-04;19;Ávila;Collado Villalba;142;Accidentée;Constantino Zaballa;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;25-sept-04;20;Alcobendas;Puerto de Navacerrada;178;Montagne;José Enrique Gutiérrez;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Vuelta;26-sept-04;21;Madrid;Madrid;28;Chrono individuel;Santiago Pérez;Roberto Heras;Long format;Eurosport;Très rare;Grand Tour;;8,5
2004;Championnat du Monde;03-oct-04;;Vérone;Vérone;265,5;Course en ligne;Óscar Freire;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2005;Tour des Flandres;03-avr-05;;Bruges;Meerbeke (Ninove);256;Classique;Tom Boonen;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2005;Paris-Roubaix;10-avr-05;;Compiègne;Roubaix;259;Classique;Tom Boonen;;Long format;France TV;Très rare;Classique ou Semi-classique;;7,5
2005;Flèche Wallonne;20-avr-05;;Charleroi;Huy;201;Classique;Danilo Di Luca;;Long format;RTBF;Très rare;Classique ou Semi-classique;;7,5
2005;Giro;07-mai-05;0;Reggio Calabria;Reggio Calabria;1,15;Prologue;Brett Lancaster;Brett Lancaster;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;10-mai-05;3;Diamante;Giffoni Valle Piana;205;Plat;Danilo Di Luca;Paolo Bettini;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;11-mai-05;4;Giffoni Valle Piana;Frosinone;211;Plat;Luca Mazzanti;Paolo Bettini;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;12-mai-05;5;Celano;L'Aquila;223;Accidentée;Danilo Di Luca;Danilo Di Luca;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;13-mai-05;6;Viterbo;Marina di Grosseto;153;Plat;Robbie McEwen;Paolo Bettini;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;15-mai-05;8;Lamporecchio;Florence;45;Chrono individuel;David Zabriskie;Danilo Di Luca;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;19-mai-05;11;Marostica;Zoldo Alto;150;Montagne;Paolo Savoldelli;Ivan Basso;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;21-mai-05;13;Mezzocorona;Urtijëi;218;Montagne;Iván Parra;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;22-mai-05;14;Neumarkt;Livigno;210;Montagne;Iván Parra;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;25-mai-05;16;Lissone;Varazze;210;Plat;Christophe Le Mével;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;26-mai-05;17;Varazze;Limone Piemonte;194;Montagne;Ivan Basso;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;27-mai-05;18;Chieri;Turin;34;Chrono individuel;Ivan Basso;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;28-mai-05;19;Savigliano;Sestriere;190;Montagne;José Rujano;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Giro;29-mai-05;20;Albese con Cassano;Milan;119;Plat;Alessandro Petacchi;Paolo Savoldelli;Long format;Eurosport;Très rare;Grand Tour;;8,5
2005;Tour de France;02-juil-05;1;Fromentine;Noirmoutier-en-l'Île;19;Chrono individuel;David Zabriskie;David Zabriskie;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;03-juil-05;2;Challans;Les Essarts;182;Plat;Tom Boonen;David Zabriskie;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;04-juil-05;3;La Châtaigneraie;Tours;208;Plat;Tom Boonen;David Zabriskie;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;05-juil-05;4;Tours;Blois;66;Chrono par équipe;Discovery Channel;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;06-juil-05;5;Chambord;Montargis;179;Plat;Robbie McEwen;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;07-juil-05;6;Troyes;Nancy;187;Plat;Lorenzo Bernucci;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
2005;Tour de France;08-juil-05;7;Lunéville;Karlsruhe;225;Plat;Robbie McEwen;Lance Armstrong;Long format;France TV;Très rare;Grand Tour;;8,5
